num,G.num,Food.Wastes,Food.Wastes.Clean,Group,pH,TS.Perc,VS.Perc,TOC,TKN,Fat.Perc,Protein.Perc,Carbohydrate.Perc,TP,TK,C.N.Mixture,BMP
2973,MP.47+MP.53,Mixed_meat_AND_Sliced_meat,Mixed_meat_AND_Sliced_meat,MP+MP,0,0,0,0,0,0.5451,0.23335,0.22155,0,0,0,0
2974,MP.47+MP.54,Mixed_meat_AND_Offal,Mixed_meat_AND_Offal,MP+MP,0,0,0,0,0,0.5954,0.2272,0.1774,0,0,0,0
2975,MP.47+FP.55,Mixed_meat_AND_canned_tuna_fish,Mixed_meat_AND_canned_tuna_fish,MP+FP,0,0,0,0,0,0.62685,0.2502,0.12295,0,0,0,0
2976,MP.47+FP.56,Mixed_meat_AND_freeze_fish,Mixed_meat_AND_freeze_fish,MP+FP,0,0,0,0,0,0.6314,0.272,0.09665,0,0,0,0
2977,MP.47+FP.57,Mixed_meat_AND_fresh_fish,Mixed_meat_AND_fresh_fish,MP+FP,0,0,0,0,0,0.61095,0.31,0.07905,0,0,0,0
2978,MP.47+FP.58,Mixed_meat_AND_fish_flesh_salmon,Mixed_meat_AND_fish_flesh_salmon,MP+FP,0,0,0,0,0,0.6225,0.243,0.1345,0,0,0,0
2979,MP.47+FP.59,Mixed_meat_AND_Fish_and_shellfish,Mixed_meat_AND_Fish_and_shellfish,MP+FP,0,0,0,0,0,0.7271,0.20115,0.07155,0,0,0,0
2980,MP.47+EP.60,Mixed_meat_AND_Whole_egg,Mixed_meat_AND_Whole_egg,MP+EP,0,0,0,0,0,0.67535,0.2151,0.10955,0,0,0,0
2981,MP.47+EP.61,Mixed_meat_AND_Cooked_eggs,Mixed_meat_AND_Cooked_eggs,MP+EP,0,0,0,0,0,0.6442,0.25025,0.10555,0,0,0,0
2982,MP.47+EP.62,Mixed_meat_AND_Pickled_eggs,Mixed_meat_AND_Pickled_eggs,MP+EP,0,0,0,0,0,0.6992,0.19095,0.1083,0,0,0,0
2983,MP.47+EP.63,Mixed_meat_AND_Raw_eggs,Mixed_meat_AND_Raw_eggs,MP+EP,0,0,0,0,0,0.7054,0.19505,0.09955,0,0,0,0
2984,MP.47+SSG.64,Mixed_meat_AND_Sugar,Mixed_meat_AND_Sugar,MP+SSG,0,0,0,0,0,0.3161,0.15925,0.52465,0,0,0,0
2985,MP.47+SSG.65,Mixed_meat_AND_Sweet_cream,Mixed_meat_AND_Sweet_cream,MP+SSG,0,0,0,0,0,0.5861,0.14285,0.27105,0,0,0,0
2986,MP.47+SSG.66,Mixed_meat_AND_Chocolate_pudding,Mixed_meat_AND_Chocolate_pudding,MP+SSG,0,0,0,0,0,0.3401,0.1511,0.5088,0,0,0,0
2987,MP.47+SSG.67,Mixed_meat_AND_Cakes,Mixed_meat_AND_Cakes,MP+SSG,0,0,0,0,0,0.4286,0.1473,0.4241,0,0,0,0
2988,MP.47+SSG.68,Mixed_meat_AND_Jelly,Mixed_meat_AND_Jelly,MP+SSG,0,0,0,0,0,0.3161,0.12215,0.56175,0,0,0,0
2989,MP.47+SSG.69,Mixed_meat_AND_Mousse,Mixed_meat_AND_Mousse,MP+SSG,0,0,0,0,0,0.4021,0.1538,0.4441,0,0,0,0
2990,MP.47+SSG.70,"Mixed_meat_AND_Other_dessert_wafers,etc.","Mixed_meat_AND_Other_dessert_wafers,etc.",MP+SSG,0,0,0,0,0,0.3911,0.15335,0.45555,0,0,0,0
2991,MP.47+SS.71,Mixed_meat_AND_Condiments,Mixed_meat_AND_Condiments,MP+SS,0,0,0,0,0,0.3324,0.1762,0.4914,0,0,0,0
2992,MP.47+SS.72,Mixed_meat_AND_Canned_soup,Mixed_meat_AND_Canned_soup,MP+SS,0,0,0,0,0,0.3185,0.19685,0.48465,0,0,0,0
2993,MP.47+SS.73,Mixed_meat_AND_Soup,Mixed_meat_AND_Soup,MP+SS,0,0,0,0,0,0.3176,0.1503,0.53355,0,0,0,0
2994,MP.47+BEV.74,Mixed_meat_AND_Cola_beverage,Mixed_meat_AND_Cola_beverage,MP+BEV,0,0,0,0,0,0.3171,0.12135,0.56155,0,0,0,0
2995,MP.47+BEV.75,Mixed_meat_AND_Tea_beverage,Mixed_meat_AND_Tea_beverage,MP+BEV,0,0,0,0,0,0.3162,0.23285,0.45095,0,0,0,0
2996,MP.47+BEV.76,Mixed_meat_AND_Fruit_juices_orange,Mixed_meat_AND_Fruit_juices_orange,MP+BEV,0,0,0,0,0,0.3161,0.2239,0.46005,0,0,0,0
2997,MP.47+RERW.77,Mixed_meat_AND_Food_from_conference,Mixed_meat_AND_Food_from_conference,MP+RERW,0,0,0,0,0,0.38715,0.19725,0.4156,0,0,0,0
2998,MP.47+RERW.78,Mixed_meat_AND_Food_from_hotel,Mixed_meat_AND_Food_from_hotel,MP+RERW,0,0,0,0,0,0.5371,0.25035,0.21255,0,0,0,0
2999,MP.47+RERW.79,Mixed_meat_AND_Piece_of_pizza,Mixed_meat_AND_Piece_of_pizza,MP+RERW,0,0,0,0,0,0.3491,0.24135,0.40955,0,0,0,0
3000,MP.47+RERW.80,Mixed_meat_AND_French_fries,Mixed_meat_AND_French_fries,MP+RERW,0,0,0,0,0,0.4641,0.14485,0.39105,0,0,0,0
3001,MP.47+RERW.81,Mixed_meat_AND_Gravy_tomato_sauce,Mixed_meat_AND_Gravy_tomato_sauce,MP+RERW,0,0,0,0,0,0.3194,0.14515,0.53545,0,0,0,0
3002,MP.47+OT.82,Mixed_meat_AND_Plain_pasta,Mixed_meat_AND_Plain_pasta,MP+OT,0,0,0,0,0,0.3461,0.18785,0.46605,0,0,0,0
3003,MP.47+OT.83,Mixed_meat_AND_Meat_pasta,Mixed_meat_AND_Meat_pasta,MP+OT,0,0,0,0,0,0.3861,0.21435,0.39955,0,0,0,0
3004,MP.47+OT.84,Mixed_meat_AND_Rice,Mixed_meat_AND_Rice,MP+OT,0,0,0,0,0,0.3211,0.15785,0.52105,0,0,0,0
3005,MP.47+OT.85,Mixed_meat_AND_Cafeteria_wastes_CW,Mixed_meat_AND_Cafeteria_wastes_CW,MP+OT,0,0,0,0,0,0.3361,0.20285,0.46105,0,0,0,0
3006,MP.47+OT.86,Mixed_meat_AND_Tea,Mixed_meat_AND_Tea,MP+OT,0,0,0,0,0,0.31615,0.23485,0.449,0,0,0,0
3007,MP.47+OT.87,Mixed_meat_AND_Spent_coffee_grounds,Mixed_meat_AND_Spent_coffee_grounds,MP+OT,0,0,0,0,0,0.6167,0.31725,0.06605,0,0,0,0
3008,MP.47+OT.88,Mixed_meat_AND_Chocolate,Mixed_meat_AND_Chocolate,MP+OT,0,0,0,0,0,0.4841,0.1603,0.3556,0,0,0,0
3009,MP.48+MP.49,Beef_cooked_AND_Pork_cooked,Beef_cooked_AND_Pork_cooked,MP+MP,0,0,0,0,0,0.57755,0.3066,0.12085,0,0,0,0
3010,MP.48+MP.50,Beef_cooked_AND_Chicken_cooked,Beef_cooked_AND_Chicken_cooked,MP+MP,0,0,0,0,0,0.6356,0.2755,0.0889,0,0,0,0
3011,MP.48+MP.51,Beef_cooked_AND_Lamb_cooked,Beef_cooked_AND_Lamb_cooked,MP+MP,0,0,0,0,0,0.5715,0.2995,0.129,0,0,0,0
3012,MP.48+MP.52,Beef_cooked_AND_Ham_scraps,Beef_cooked_AND_Ham_scraps,MP+MP,0,0,0,0,0,0.59775,0.27285,0.1294,0,0,0,0
3013,MP.48+MP.53,Beef_cooked_AND_Sliced_meat,Beef_cooked_AND_Sliced_meat,MP+MP,0,0,0,0,0,0.5281,0.279,0.1929,0,0,0,0
3014,MP.48+MP.54,Beef_cooked_AND_Offal,Beef_cooked_AND_Offal,MP+MP,0,0,0,0,0,0.5784,0.27285,0.14875,0,0,0,0
3015,MP.48+FP.55,Beef_cooked_AND_canned_tuna_fish,Beef_cooked_AND_canned_tuna_fish,MP+FP,0,0,0,0,0,0.60985,0.29585,0.0943,0,0,0,0
3016,MP.48+FP.56,Beef_cooked_AND_freeze_fish,Beef_cooked_AND_freeze_fish,MP+FP,0,0,0,0,0,0.6144,0.31765,0.068,0,0,0,0
3017,MP.48+FP.57,Beef_cooked_AND_fresh_fish,Beef_cooked_AND_fresh_fish,MP+FP,0,0,0,0,0,0.59395,0.35565,0.0504,0,0,0,0
3018,MP.48+FP.58,Beef_cooked_AND_fish_flesh_salmon,Beef_cooked_AND_fish_flesh_salmon,MP+FP,0,0,0,0,0,0.6055,0.28865,0.10585,0,0,0,0
3019,MP.48+FP.59,Beef_cooked_AND_Fish_and_shellfish,Beef_cooked_AND_Fish_and_shellfish,MP+FP,0,0,0,0,0,0.7101,0.2468,0.0429,0,0,0,0
3020,MP.48+EP.60,Beef_cooked_AND_Whole_egg,Beef_cooked_AND_Whole_egg,MP+EP,0,0,0,0,0,0.65835,0.26075,0.0809,0,0,0,0
3021,MP.48+EP.61,Beef_cooked_AND_Cooked_eggs,Beef_cooked_AND_Cooked_eggs,MP+EP,0,0,0,0,0,0.6272,0.2959,0.0769,0,0,0,0
3022,MP.48+EP.62,Beef_cooked_AND_Pickled_eggs,Beef_cooked_AND_Pickled_eggs,MP+EP,0,0,0,0,0,0.6822,0.2366,0.07965,0,0,0,0
3023,MP.48+EP.63,Beef_cooked_AND_Raw_eggs,Beef_cooked_AND_Raw_eggs,MP+EP,0,0,0,0,0,0.6884,0.2407,0.0709,0,0,0,0
3024,MP.48+SSG.64,Beef_cooked_AND_Sugar,Beef_cooked_AND_Sugar,MP+SSG,0,0,0,0,0,0.2991,0.2049,0.496,0,0,0,0
3025,MP.48+SSG.65,Beef_cooked_AND_Sweet_cream,Beef_cooked_AND_Sweet_cream,MP+SSG,0,0,0,0,0,0.5691,0.1885,0.2424,0,0,0,0
3026,MP.48+SSG.66,Beef_cooked_AND_Chocolate_pudding,Beef_cooked_AND_Chocolate_pudding,MP+SSG,0,0,0,0,0,0.3231,0.19675,0.48015,0,0,0,0
3027,MP.48+SSG.67,Beef_cooked_AND_Cakes,Beef_cooked_AND_Cakes,MP+SSG,0,0,0,0,0,0.4116,0.19295,0.39545,0,0,0,0
3028,MP.48+SSG.68,Beef_cooked_AND_Jelly,Beef_cooked_AND_Jelly,MP+SSG,0,0,0,0,0,0.2991,0.1678,0.5331,0,0,0,0
3029,MP.48+SSG.69,Beef_cooked_AND_Mousse,Beef_cooked_AND_Mousse,MP+SSG,0,0,0,0,0,0.3851,0.19945,0.41545,0,0,0,0
3030,MP.48+SSG.70,"Beef_cooked_AND_Other_dessert_wafers,etc.","Beef_cooked_AND_Other_dessert_wafers,etc.",MP+SSG,0,0,0,0,0,0.3741,0.199,0.4269,0,0,0,0
3031,MP.48+SS.71,Beef_cooked_AND_Condiments,Beef_cooked_AND_Condiments,MP+SS,0,0,0,0,0,0.3154,0.22185,0.46275,0,0,0,0
3032,MP.48+SS.72,Beef_cooked_AND_Canned_soup,Beef_cooked_AND_Canned_soup,MP+SS,0,0,0,0,0,0.3015,0.2425,0.456,0,0,0,0
3033,MP.48+SS.73,Beef_cooked_AND_Soup,Beef_cooked_AND_Soup,MP+SS,0,0,0,0,0,0.3006,0.19595,0.5049,0,0,0,0
3034,MP.48+BEV.74,Beef_cooked_AND_Cola_beverage,Beef_cooked_AND_Cola_beverage,MP+BEV,0,0,0,0,0,0.3001,0.167,0.5329,0,0,0,0
3035,MP.48+BEV.75,Beef_cooked_AND_Tea_beverage,Beef_cooked_AND_Tea_beverage,MP+BEV,0,0,0,0,0,0.2992,0.2785,0.4223,0,0,0,0
3036,MP.48+BEV.76,Beef_cooked_AND_Fruit_juices_orange,Beef_cooked_AND_Fruit_juices_orange,MP+BEV,0,0,0,0,0,0.2991,0.26955,0.4314,0,0,0,0
3037,MP.48+RERW.77,Beef_cooked_AND_Food_from_conference,Beef_cooked_AND_Food_from_conference,MP+RERW,0,0,0,0,0,0.37015,0.2429,0.38695,0,0,0,0
3038,MP.48+RERW.78,Beef_cooked_AND_Food_from_hotel,Beef_cooked_AND_Food_from_hotel,MP+RERW,0,0,0,0,0,0.5201,0.296,0.1839,0,0,0,0
3039,MP.48+RERW.79,Beef_cooked_AND_Piece_of_pizza,Beef_cooked_AND_Piece_of_pizza,MP+RERW,0,0,0,0,0,0.3321,0.287,0.3809,0,0,0,0
3040,MP.48+RERW.80,Beef_cooked_AND_French_fries,Beef_cooked_AND_French_fries,MP+RERW,0,0,0,0,0,0.4471,0.1905,0.3624,0,0,0,0
3041,MP.48+RERW.81,Beef_cooked_AND_Gravy_tomato_sauce,Beef_cooked_AND_Gravy_tomato_sauce,MP+RERW,0,0,0,0,0,0.3024,0.1908,0.5068,0,0,0,0
3042,MP.48+OT.82,Beef_cooked_AND_Plain_pasta,Beef_cooked_AND_Plain_pasta,MP+OT,0,0,0,0,0,0.3291,0.2335,0.4374,0,0,0,0
3043,MP.48+OT.83,Beef_cooked_AND_Meat_pasta,Beef_cooked_AND_Meat_pasta,MP+OT,0,0,0,0,0,0.3691,0.26,0.3709,0,0,0,0
3044,MP.48+OT.84,Beef_cooked_AND_Rice,Beef_cooked_AND_Rice,MP+OT,0,0,0,0,0,0.3041,0.2035,0.4924,0,0,0,0
3045,MP.48+OT.85,Beef_cooked_AND_Cafeteria_wastes_CW,Beef_cooked_AND_Cafeteria_wastes_CW,MP+OT,0,0,0,0,0,0.3191,0.2485,0.4324,0,0,0,0
3046,MP.48+OT.86,Beef_cooked_AND_Tea,Beef_cooked_AND_Tea,MP+OT,0,0,0,0,0,0.29915,0.2805,0.42035,0,0,0,0
3047,MP.48+OT.87,Beef_cooked_AND_Spent_coffee_grounds,Beef_cooked_AND_Spent_coffee_grounds,MP+OT,0,0,0,0,0,0.5997,0.3629,0.0374,0,0,0,0
3048,MP.48+OT.88,Beef_cooked_AND_Chocolate,Beef_cooked_AND_Chocolate,MP+OT,0,0,0,0,0,0.4671,0.20595,0.32695,0,0,0,0
3049,MP.49+MP.50,Pork_cooked_AND_Chicken_cooked,Pork_cooked_AND_Chicken_cooked,MP+MP,0,0,0,0,0,0.61495,0.2551,0.13495,0,0,0,0
3050,MP.49+MP.51,Pork_cooked_AND_Lamb_cooked,Pork_cooked_AND_Lamb_cooked,MP+MP,0,0,0,0,0,0.55085,0.2791,0.17505,0,0,0,0
3051,MP.49+MP.52,Pork_cooked_AND_Ham_scraps,Pork_cooked_AND_Ham_scraps,MP+MP,0,0,0,0,0,0.5771,0.25245,0.17545,0,0,0,0
3052,MP.49+MP.53,Pork_cooked_AND_Sliced_meat,Pork_cooked_AND_Sliced_meat,MP+MP,0,0,0,0,0,0.50745,0.2586,0.23895,0,0,0,0
3053,MP.49+MP.54,Pork_cooked_AND_Offal,Pork_cooked_AND_Offal,MP+MP,0,0,0,0,0,0.55775,0.25245,0.1948,0,0,0,0
3054,MP.49+FP.55,Pork_cooked_AND_canned_tuna_fish,Pork_cooked_AND_canned_tuna_fish,MP+FP,0,0,0,0,0,0.5892,0.27545,0.14035,0,0,0,0
3055,MP.49+FP.56,Pork_cooked_AND_freeze_fish,Pork_cooked_AND_freeze_fish,MP+FP,0,0,0,0,0,0.59375,0.29725,0.11405,0,0,0,0
3056,MP.49+FP.57,Pork_cooked_AND_fresh_fish,Pork_cooked_AND_fresh_fish,MP+FP,0,0,0,0,0,0.5733,0.33525,0.09645,0,0,0,0
3057,MP.49+FP.58,Pork_cooked_AND_fish_flesh_salmon,Pork_cooked_AND_fish_flesh_salmon,MP+FP,0,0,0,0,0,0.58485,0.26825,0.1519,0,0,0,0
3058,MP.49+FP.59,Pork_cooked_AND_Fish_and_shellfish,Pork_cooked_AND_Fish_and_shellfish,MP+FP,0,0,0,0,0,0.68945,0.2264,0.08895,0,0,0,0
3059,MP.49+EP.60,Pork_cooked_AND_Whole_egg,Pork_cooked_AND_Whole_egg,MP+EP,0,0,0,0,0,0.6377,0.24035,0.12695,0,0,0,0
3060,MP.49+EP.61,Pork_cooked_AND_Cooked_eggs,Pork_cooked_AND_Cooked_eggs,MP+EP,0,0,0,0,0,0.60655,0.2755,0.12295,0,0,0,0
3061,MP.49+EP.62,Pork_cooked_AND_Pickled_eggs,Pork_cooked_AND_Pickled_eggs,MP+EP,0,0,0,0,0,0.66155,0.2162,0.1257,0,0,0,0
3062,MP.49+EP.63,Pork_cooked_AND_Raw_eggs,Pork_cooked_AND_Raw_eggs,MP+EP,0,0,0,0,0,0.66775,0.2203,0.11695,0,0,0,0
3063,MP.49+SSG.64,Pork_cooked_AND_Sugar,Pork_cooked_AND_Sugar,MP+SSG,0,0,0,0,0,0.27845,0.1845,0.54205,0,0,0,0
3064,MP.49+SSG.65,Pork_cooked_AND_Sweet_cream,Pork_cooked_AND_Sweet_cream,MP+SSG,0,0,0,0,0,0.54845,0.1681,0.28845,0,0,0,0
3065,MP.49+SSG.66,Pork_cooked_AND_Chocolate_pudding,Pork_cooked_AND_Chocolate_pudding,MP+SSG,0,0,0,0,0,0.30245,0.17635,0.5262,0,0,0,0
3066,MP.49+SSG.67,Pork_cooked_AND_Cakes,Pork_cooked_AND_Cakes,MP+SSG,0,0,0,0,0,0.39095,0.17255,0.4415,0,0,0,0
3067,MP.49+SSG.68,Pork_cooked_AND_Jelly,Pork_cooked_AND_Jelly,MP+SSG,0,0,0,0,0,0.27845,0.1474,0.57915,0,0,0,0
3068,MP.49+SSG.69,Pork_cooked_AND_Mousse,Pork_cooked_AND_Mousse,MP+SSG,0,0,0,0,0,0.36445,0.17905,0.4615,0,0,0,0
3069,MP.49+SSG.70,"Pork_cooked_AND_Other_dessert_wafers,etc.","Pork_cooked_AND_Other_dessert_wafers,etc.",MP+SSG,0,0,0,0,0,0.35345,0.1786,0.47295,0,0,0,0
3070,MP.49+SS.71,Pork_cooked_AND_Condiments,Pork_cooked_AND_Condiments,MP+SS,0,0,0,0,0,0.29475,0.20145,0.5088,0,0,0,0
3071,MP.49+SS.72,Pork_cooked_AND_Canned_soup,Pork_cooked_AND_Canned_soup,MP+SS,0,0,0,0,0,0.28085,0.2221,0.50205,0,0,0,0
3072,MP.49+SS.73,Pork_cooked_AND_Soup,Pork_cooked_AND_Soup,MP+SS,0,0,0,0,0,0.27995,0.17555,0.55095,0,0,0,0
3073,MP.49+BEV.74,Pork_cooked_AND_Cola_beverage,Pork_cooked_AND_Cola_beverage,MP+BEV,0,0,0,0,0,0.27945,0.1466,0.57895,0,0,0,0
3074,MP.49+BEV.75,Pork_cooked_AND_Tea_beverage,Pork_cooked_AND_Tea_beverage,MP+BEV,0,0,0,0,0,0.27855,0.2581,0.46835,0,0,0,0
3075,MP.49+BEV.76,Pork_cooked_AND_Fruit_juices_orange,Pork_cooked_AND_Fruit_juices_orange,MP+BEV,0,0,0,0,0,0.27845,0.24915,0.47745,0,0,0,0
3076,MP.49+RERW.77,Pork_cooked_AND_Food_from_conference,Pork_cooked_AND_Food_from_conference,MP+RERW,0,0,0,0,0,0.3495,0.2225,0.433,0,0,0,0
3077,MP.49+RERW.78,Pork_cooked_AND_Food_from_hotel,Pork_cooked_AND_Food_from_hotel,MP+RERW,0,0,0,0,0,0.49945,0.2756,0.22995,0,0,0,0
3078,MP.49+RERW.79,Pork_cooked_AND_Piece_of_pizza,Pork_cooked_AND_Piece_of_pizza,MP+RERW,0,0,0,0,0,0.31145,0.2666,0.42695,0,0,0,0
3079,MP.49+RERW.80,Pork_cooked_AND_French_fries,Pork_cooked_AND_French_fries,MP+RERW,0,0,0,0,0,0.42645,0.1701,0.40845,0,0,0,0
3080,MP.49+RERW.81,Pork_cooked_AND_Gravy_tomato_sauce,Pork_cooked_AND_Gravy_tomato_sauce,MP+RERW,0,0,0,0,0,0.28175,0.1704,0.55285,0,0,0,0
3081,MP.49+OT.82,Pork_cooked_AND_Plain_pasta,Pork_cooked_AND_Plain_pasta,MP+OT,0,0,0,0,0,0.30845,0.2131,0.48345,0,0,0,0
3082,MP.49+OT.83,Pork_cooked_AND_Meat_pasta,Pork_cooked_AND_Meat_pasta,MP+OT,0,0,0,0,0,0.34845,0.2396,0.41695,0,0,0,0
3083,MP.49+OT.84,Pork_cooked_AND_Rice,Pork_cooked_AND_Rice,MP+OT,0,0,0,0,0,0.28345,0.1831,0.53845,0,0,0,0
3084,MP.49+OT.85,Pork_cooked_AND_Cafeteria_wastes_CW,Pork_cooked_AND_Cafeteria_wastes_CW,MP+OT,0,0,0,0,0,0.29845,0.2281,0.47845,0,0,0,0
3085,MP.49+OT.86,Pork_cooked_AND_Tea,Pork_cooked_AND_Tea,MP+OT,0,0,0,0,0,0.2785,0.2601,0.4664,0,0,0,0
3086,MP.49+OT.87,Pork_cooked_AND_Spent_coffee_grounds,Pork_cooked_AND_Spent_coffee_grounds,MP+OT,0,0,0,0,0,0.57905,0.3425,0.08345,0,0,0,0
3087,MP.49+OT.88,Pork_cooked_AND_Chocolate,Pork_cooked_AND_Chocolate,MP+OT,0,0,0,0,0,0.44645,0.18555,0.373,0,0,0,0
3088,MP.50+MP.51,Chicken_cooked_AND_Lamb_cooked,Chicken_cooked_AND_Lamb_cooked,MP+MP,0,0,0,0,0,0.6089,0.248,0.1431,0,0,0,0
3089,MP.50+MP.52,Chicken_cooked_AND_Ham_scraps,Chicken_cooked_AND_Ham_scraps,MP+MP,0,0,0,0,0,0.63515,0.22135,0.1435,0,0,0,0
3090,MP.50+MP.53,Chicken_cooked_AND_Sliced_meat,Chicken_cooked_AND_Sliced_meat,MP+MP,0,0,0,0,0,0.5655,0.2275,0.207,0,0,0,0
3091,MP.50+MP.54,Chicken_cooked_AND_Offal,Chicken_cooked_AND_Offal,MP+MP,0,0,0,0,0,0.6158,0.22135,0.16285,0,0,0,0
3092,MP.50+FP.55,Chicken_cooked_AND_canned_tuna_fish,Chicken_cooked_AND_canned_tuna_fish,MP+FP,0,0,0,0,0,0.64725,0.24435,0.1084,0,0,0,0
3093,MP.50+FP.56,Chicken_cooked_AND_freeze_fish,Chicken_cooked_AND_freeze_fish,MP+FP,0,0,0,0,0,0.6518,0.26615,0.0821,0,0,0,0
3094,MP.50+FP.57,Chicken_cooked_AND_fresh_fish,Chicken_cooked_AND_fresh_fish,MP+FP,0,0,0,0,0,0.63135,0.30415,0.0645,0,0,0,0
3095,MP.50+FP.58,Chicken_cooked_AND_fish_flesh_salmon,Chicken_cooked_AND_fish_flesh_salmon,MP+FP,0,0,0,0,0,0.6429,0.23715,0.11995,0,0,0,0
3096,MP.50+FP.59,Chicken_cooked_AND_Fish_and_shellfish,Chicken_cooked_AND_Fish_and_shellfish,MP+FP,0,0,0,0,0,0.7475,0.1953,0.057,0,0,0,0
3097,MP.50+EP.60,Chicken_cooked_AND_Whole_egg,Chicken_cooked_AND_Whole_egg,MP+EP,0,0,0,0,0,0.69575,0.20925,0.095,0,0,0,0
3098,MP.50+EP.61,Chicken_cooked_AND_Cooked_eggs,Chicken_cooked_AND_Cooked_eggs,MP+EP,0,0,0,0,0,0.6646,0.2444,0.091,0,0,0,0
3099,MP.50+EP.62,Chicken_cooked_AND_Pickled_eggs,Chicken_cooked_AND_Pickled_eggs,MP+EP,0,0,0,0,0,0.7196,0.1851,0.09375,0,0,0,0
3100,MP.50+EP.63,Chicken_cooked_AND_Raw_eggs,Chicken_cooked_AND_Raw_eggs,MP+EP,0,0,0,0,0,0.7258,0.1892,0.085,0,0,0,0
3101,MP.50+SSG.64,Chicken_cooked_AND_Sugar,Chicken_cooked_AND_Sugar,MP+SSG,0,0,0,0,0,0.3365,0.1534,0.5101,0,0,0,0
3102,MP.50+SSG.65,Chicken_cooked_AND_Sweet_cream,Chicken_cooked_AND_Sweet_cream,MP+SSG,0,0,0,0,0,0.6065,0.137,0.2565,0,0,0,0
3103,MP.50+SSG.66,Chicken_cooked_AND_Chocolate_pudding,Chicken_cooked_AND_Chocolate_pudding,MP+SSG,0,0,0,0,0,0.3605,0.14525,0.49425,0,0,0,0
3104,MP.50+SSG.67,Chicken_cooked_AND_Cakes,Chicken_cooked_AND_Cakes,MP+SSG,0,0,0,0,0,0.449,0.14145,0.40955,0,0,0,0
3105,MP.50+SSG.68,Chicken_cooked_AND_Jelly,Chicken_cooked_AND_Jelly,MP+SSG,0,0,0,0,0,0.3365,0.1163,0.5472,0,0,0,0
3106,MP.50+SSG.69,Chicken_cooked_AND_Mousse,Chicken_cooked_AND_Mousse,MP+SSG,0,0,0,0,0,0.4225,0.14795,0.42955,0,0,0,0
3107,MP.50+SSG.70,"Chicken_cooked_AND_Other_dessert_wafers,etc.","Chicken_cooked_AND_Other_dessert_wafers,etc.",MP+SSG,0,0,0,0,0,0.4115,0.1475,0.441,0,0,0,0
3108,MP.50+SS.71,Chicken_cooked_AND_Condiments,Chicken_cooked_AND_Condiments,MP+SS,0,0,0,0,0,0.3528,0.17035,0.47685,0,0,0,0
3109,MP.50+SS.72,Chicken_cooked_AND_Canned_soup,Chicken_cooked_AND_Canned_soup,MP+SS,0,0,0,0,0,0.3389,0.191,0.4701,0,0,0,0
3110,MP.50+SS.73,Chicken_cooked_AND_Soup,Chicken_cooked_AND_Soup,MP+SS,0,0,0,0,0,0.338,0.14445,0.519,0,0,0,0
3111,MP.50+BEV.74,Chicken_cooked_AND_Cola_beverage,Chicken_cooked_AND_Cola_beverage,MP+BEV,0,0,0,0,0,0.3375,0.1155,0.547,0,0,0,0
3112,MP.50+BEV.75,Chicken_cooked_AND_Tea_beverage,Chicken_cooked_AND_Tea_beverage,MP+BEV,0,0,0,0,0,0.3366,0.227,0.4364,0,0,0,0
3113,MP.50+BEV.76,Chicken_cooked_AND_Fruit_juices_orange,Chicken_cooked_AND_Fruit_juices_orange,MP+BEV,0,0,0,0,0,0.3365,0.21805,0.4455,0,0,0,0
3114,MP.50+RERW.77,Chicken_cooked_AND_Food_from_conference,Chicken_cooked_AND_Food_from_conference,MP+RERW,0,0,0,0,0,0.40755,0.1914,0.40105,0,0,0,0
3115,MP.50+RERW.78,Chicken_cooked_AND_Food_from_hotel,Chicken_cooked_AND_Food_from_hotel,MP+RERW,0,0,0,0,0,0.5575,0.2445,0.198,0,0,0,0
3116,MP.50+RERW.79,Chicken_cooked_AND_Piece_of_pizza,Chicken_cooked_AND_Piece_of_pizza,MP+RERW,0,0,0,0,0,0.3695,0.2355,0.395,0,0,0,0
3117,MP.50+RERW.80,Chicken_cooked_AND_French_fries,Chicken_cooked_AND_French_fries,MP+RERW,0,0,0,0,0,0.4845,0.139,0.3765,0,0,0,0
3118,MP.50+RERW.81,Chicken_cooked_AND_Gravy_tomato_sauce,Chicken_cooked_AND_Gravy_tomato_sauce,MP+RERW,0,0,0,0,0,0.3398,0.1393,0.5209,0,0,0,0
3119,MP.50+OT.82,Chicken_cooked_AND_Plain_pasta,Chicken_cooked_AND_Plain_pasta,MP+OT,0,0,0,0,0,0.3665,0.182,0.4515,0,0,0,0
3120,MP.50+OT.83,Chicken_cooked_AND_Meat_pasta,Chicken_cooked_AND_Meat_pasta,MP+OT,0,0,0,0,0,0.4065,0.2085,0.385,0,0,0,0
3121,MP.50+OT.84,Chicken_cooked_AND_Rice,Chicken_cooked_AND_Rice,MP+OT,0,0,0,0,0,0.3415,0.152,0.5065,0,0,0,0
3122,MP.50+OT.85,Chicken_cooked_AND_Cafeteria_wastes_CW,Chicken_cooked_AND_Cafeteria_wastes_CW,MP+OT,0,0,0,0,0,0.3565,0.197,0.4465,0,0,0,0
3123,MP.50+OT.86,Chicken_cooked_AND_Tea,Chicken_cooked_AND_Tea,MP+OT,0,0,0,0,0,0.33655,0.229,0.43445,0,0,0,0
3124,MP.50+OT.87,Chicken_cooked_AND_Spent_coffee_grounds,Chicken_cooked_AND_Spent_coffee_grounds,MP+OT,0,0,0,0,0,0.6371,0.3114,0.0515,0,0,0,0
